doc_id,speaker,turn_id,raw_text,normalized_text,token_count,type_count,ttr,root_ttr,maas,hdd,mtld,mtld_ma_wrap,msttr_50,sent_count,sent_len_mean,sent_len_median,sent_len_std,sent_len_min,sent_len_max,laughter,filled_pause,thanks,question_marks,age,gender,mother_tongue,spanish_level,nationality,university,nationality_A,nationality_B
101,A,0,¿qué edad tienes?,¿qué edad tienes?,3,3,1.0,1.7320508075688774,0.0,1.0,3.0,0.0,0.0,1,5.0,5.0,0.0,5,5,0,0,0,1,2,F,fr,B2,BE,Vrije Universiteit Brussel,BE,SI
101,B,1,¡Ah sí! Es que ee*eee eso es una cosa sí que yo no soy tan joven o no soy joven (RISAS) no soy ehm no tengo esa edad normal para una estudiante o un estudiante es que tengo treinta nueva años nueve años,eee eso es una cosa sí que yo no soy tan joven o no soy joven no soy ehm no tengo esa edad normal para una estudiante o un estudiante es que tengo treinta nueva años nueve años,38,25,0.6578947368421053,4.055535528269064,0.0,0.6650071123755336,21.410447761194032,0.0,0.0,1,38.0,38.0,0.0,38,38,1,1,0,0,3,F,sl,C1,SI,Univerza v Ljubljani,BE,SI
101,A,2,Huh no parece treinta y nueve..,Huh no parece treinta y nueve..,6,6,1.0,2.4494897427831783,0.0,1.0000000000000002,6.0,0.0,0.0,1,7.0,7.0,0.0,7,7,0,0,0,0,2,F,fr,B2,BE,Vrije Universiteit Brussel,BE,SI
101,B,3,A muy bien graciaas*gracias (RISAS),gracias,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,1,1,1,0,1,0,3,F,sl,C1,SI,Univerza v Ljubljani,BE,SI
101,A,4,¿qué de verdad?,¿qué de verdad?,3,3,1.0,1.7320508075688774,0.0,1.0,3.0,0.0,0.0,1,5.0,5.0,0.0,5,5,0,0,0,1,2,F,fr,B2,BE,Vrije Universiteit Brussel,BE,SI
101,B,5,¿qué?,¿qué?,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,3.0,3.0,0.0,3,3,0,0,0,1,3,F,sl,C1,SI,Univerza v Ljubljani,BE,SI
101,A,6,De verdad no pensé que estaba treinta y nueve que parece veinticinco o algo así,De verdad no pensé que estaba treinta y nueve que parece veinticinco o algo así,15,14,0.9333333333333333,3.6147844564602556,0.0,0.938095238095238,63.00000000000002,0.0,0.0,1,15.0,15.0,0.0,15,15,0,0,0,0,2,F,fr,B2,BE,Vrije Universiteit Brussel,BE,SI
101,B,7,¡algo así! sí sí vale gracias (RISAS) tengo las fotos así o algo eeeem*em sí es que estoy haciendo máster a con un retraso,em sí es que estoy haciendo máster a con un retraso,11,11,1.0,3.3166247903554,0.0,1.0000000000000002,11.0,0.0,0.0,1,11.0,11.0,0.0,11,11,1,0,1,0,3,F,sl,C1,SI,Univerza v Ljubljani,BE,SI
101,A,8,"Sí pero es bien, es muy bien","Sí pero es bien, es muy bien",7,5,0.7142857142857143,1.889822365046136,0.0,0.761904761904762,7.0,0.0,0.0,1,8.0,8.0,0.0,8,8,0,0,0,0,2,F,fr,B2,BE,Vrije Universiteit Brussel,BE,SI
101,B,9,Sí sí muy bien sí (RISAS) ¿Y tú cuántos años tienes?,Sí sí muy bien sí ¿Y tú cuántos años tienes?,10,8,0.8,2.5298221281347035,0.0,0.811111111111111,12.000000000000002,0.0,0.0,1,12.0,12.0,0.0,12,12,1,0,0,1,3,F,sl,C1,SI,Univerza v Ljubljani,BE,SI
101,A,10,Ee*eee yo veinte años,eee yo veinte años,4,4,1.0,2.0,0.0,1.0,4.0,0.0,0.0,1,4.0,4.0,0.0,4,4,0,0,0,0,2,F,fr,B2,BE,Vrije Universiteit Brussel,BE,SI
101,B,11,¿veinte años?,¿veinte años?,2,2,1.0,1.414213562373095,0.0,1.0,2.0,0.0,0.0,1,4.0,4.0,0.0,4,4,0,0,0,1,3,F,sl,C1,SI,Univerza v Ljubljani,BE,SI
101,A,12,Sí,Sí,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,1,1,0,0,0,0,2,F,fr,B2,BE,Vrije Universiteit Brussel,BE,SI
101,B,13,¡Aaa*A tan joven!,A tan joven!,3,3,1.0,1.7320508075688774,0.0,1.0,3.0,0.0,0.0,1,4.0,4.0,0.0,4,4,0,1,0,0,3,F,sl,C1,SI,Univerza v Ljubljani,BE,SI
101,A,14,Sí (RISAS),Sí,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,1,1,1,0,0,0,2,F,fr,B2,BE,Vrije Universiteit Brussel,BE,SI
101,B,15,(RISAS) Qué más joven como yo aa*aaa muy bien muy bien ¿Estás haciendo máster?,aaa muy bien muy bien ¿Estás haciendo máster?,8,6,0.75,2.1213203435596424,0.0,0.7857142857142857,8.0,0.0,0.0,1,10.0,10.0,0.0,10,10,1,1,0,1,3,F,sl,C1,SI,Univerza v Ljubljani,BE,SI
101,A,16,Ehm no no es mi último año deee*de grado y después voy a hacer un máster,de grado y después voy a hacer un máster,9,9,1.0,3.0,0.0,1.0000000000000002,9.0,0.0,0.0,1,9.0,9.0,0.0,9,9,0,1,0,0,2,F,fr,B2,BE,Vrije Universiteit Brussel,BE,SI
101,B,17,Aaa vale vale vale,Aaa vale vale vale,4,2,0.5,1.0,0.0,0.5833333333333333,4.0,0.0,0.0,1,4.0,4.0,0.0,4,4,0,1,0,0,3,F,sl,C1,SI,Univerza v Ljubljani,BE,SI
